time,X1,X2,X3
0.0,1.0,0.0,0.0
1.6666666666666667,16.78067071452779,4.2420973074728705,10.640808677629018
3.3333333333333335,0.0273562208980529,6.137602484316493,3.5111483825656475
5.0,0.003492917010381579,2.2683231498580523,0.6674281110316703
6.666666666666667,0.04226267953459799,0.6434595306634809,0.14028147612006378
8.333333333333334,2.3213656762644495,0.3539786535345262,0.6920873075493795
10.0,8.718654717588265,5.3024395828119735,9.753622520687948
11.666666666666668,0.03381521798031804,4.974264297622767,2.5347963141531453
13.333333333333334,0.017956910882499323,1.7455441323239758,0.49105814320219704
15.0,0.3575438560585157,0.5206443225833611,0.20584836131558312
