observableId	simulationConditionId	measurement	time
observable_XT	simCondition	0.0	0.0
observable_XT	simCondition	4.137317381016726	6.0
observable_XT	simCondition	0.5134047096328291	12.0
observable_XT	simCondition	2.1031923348476678	18.0
observable_XT	simCondition	1.7466231131889332	24.0
observable_XT	simCondition	0.5868320718177386	30.0
observable_XT	simCondition	4.1320033464645824	36.0
observable_YP	simCondition	0.0	0.0
observable_YP	simCondition	0.6849024215232526	6.0
observable_YP	simCondition	0.4112609617942988	12.0
observable_YP	simCondition	0.046216723898157806	18.0
observable_YP	simCondition	0.8361747491535333	24.0
observable_YP	simCondition	0.1139267610532735	30.0
observable_YP	simCondition	0.31385688370287695	36.0
observable_RP	simCondition	0.0	0.0
observable_RP	simCondition	0.035875255215764075	6.0
observable_RP	simCondition	0.19198929630173386	12.0
observable_RP	simCondition	0.004127366667257877	18.0
observable_RP	simCondition	0.11860419860033936	24.0
observable_RP	simCondition	0.14678178500564282	30.0
observable_RP	simCondition	0.00828003502121239	36.0
