observableId	simulationConditionId	measurement	time
observable_Calcium	simCondition	6.217052763193541	0.0
observable_Calcium	simCondition	5.893932407541584	0.8
observable_Calcium	simCondition	70.54661931447505	1.6
observable_Calcium	simCondition	5854.030660299227	2.4000000000000004
observable_Calcium	simCondition	1316.9498578083983	3.2
observable_Calcium	simCondition	562.3239972807283	4.0
observable_Calcium	simCondition	920.5525818486605	4.800000000000001
observable_Calcium	simCondition	710.1792452046145	5.6000000000000005
observable_Calcium	simCondition	471.35833595848044	6.4
observable_Calcium	simCondition	278.66714677055256	7.2
observable_Calcium	simCondition	128.9680237092	8.0
observable_Calcium	simCondition	4.487040920776489	8.8
observable_Calcium	simCondition	0.046002421313414574	9.600000000000001
observable_Calcium	simCondition	0.1102416180217867	10.4
observable_Calcium	simCondition	0.32740777735145327	11.200000000000001
observable_Calcium	simCondition	1.268454581339815	12.0
observable_Calcium	simCondition	8.236881550229874	12.8
observable_Calcium	simCondition	91.37590420930958	13.600000000000001
observable_Calcium	simCondition	5035.31705459733	14.4
observable_Calcium	simCondition	1805.0471390342573	15.200000000000001
observable_Calcium	simCondition	696.0839156596027	16.0
observable_Calcium	simCondition	819.471282093307	16.8
observable_Calcium	simCondition	702.9648604940176	17.6
observable_Calcium	simCondition	451.4872124295875	18.400000000000002
